"""price""","""area""","""bedrooms""","""bathrooms""","""stories""","""mainroad""","""guestroom""","""basement""","""hotwaterheating""","""airconditioning""","""parking""","""prefarea""","""furnishingstatus""","""price_per_sq"""
3220000,3120,3,1,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",1032.051282051282
3703000,3120,3,1,2,"""no""","""no""","""yes""","""yes""","""no""",0,"""no""","""semi-furnished""",1186.8589743589744
3360000,3100,3,1,2,"""no""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1083.8709677419354
3010000,3090,3,1,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",974.1100323624595
3080000,3090,2,1,1,"""yes""","""yes""","""yes""","""no""","""no""",0,"""no""","""unfurnished""",996.7637540453075
3150000,3069,2,1,1,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",1026.392961876833
3465000,3060,3,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",1132.3529411764705
2870000,3040,2,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",944.078947368421
3500000,3036,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1152.832674571805
3640000,3000,2,1,2,"""yes""","""no""","""no""","""no""","""yes""",0,"""no""","""furnished""",1213.3333333333333
5110000,3000,3,2,2,"""yes""","""yes""","""yes""","""no""","""no""",0,"""no""","""furnished""",1703.3333333333333
2450000,3000,2,1,1,"""yes""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",816.6666666666666
5110000,3000,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""unfurnished""",1703.3333333333333
2485000,3000,3,1,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",828.3333333333334
2520000,3000,2,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",840.0
3920000,3000,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1306.6666666666667
2135000,3000,2,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",711.6666666666666
2100000,3000,4,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",700.0
1820000,3000,2,1,1,"""yes""","""no""","""yes""","""no""","""no""",2,"""no""","""unfurnished""",606.6666666666666
4060000,3000,4,1,3,"""yes""","""no""","""yes""","""no""","""yes""",2,"""no""","""semi-furnished""",1353.3333333333333
4900000,3000,3,1,2,"""yes""","""no""","""yes""","""no""","""yes""",0,"""no""","""semi-furnished""",1633.3333333333333
2961000,3000,2,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",987.0
3115000,3000,3,1,1,"""no""","""no""","""no""","""no""","""yes""",0,"""no""","""unfurnished""",1038.3333333333333
1855000,2990,2,1,1,"""no""","""no""","""no""","""no""","""no""",1,"""no""","""unfurnished""",620.4013377926422
4900000,2970,3,1,3,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1649.8316498316499
4200000,2953,3,1,2,"""yes""","""no""","""yes""","""no""","""yes""",0,"""no""","""unfurnished""",1422.2824246528953
2604000,2910,2,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",894.8453608247422
1750000,2910,3,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",601.3745704467354
2520000,2880,3,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",875.0
4403000,2880,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""yes""","""semi-furnished""",1528.8194444444443
4620000,2870,2,1,2,"""yes""","""yes""","""yes""","""no""","""no""",0,"""yes""","""semi-furnished""",1609.7560975609756
3780000,2856,3,1,3,"""yes""","""no""","""no""","""no""","""no""",0,"""yes""","""furnished""",1323.5294117647059
3640000,2850,3,2,2,"""no""","""no""","""yes""","""no""","""no""",0,"""yes""","""unfurnished""",1277.1929824561403
3010000,2835,2,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1061.7283950617284
5495000,2817,4,2,2,"""no""","""yes""","""yes""","""no""","""no""",1,"""no""","""furnished""",1950.6567270145545
4956000,2800,3,2,2,"""no""","""no""","""yes""","""no""","""yes""",1,"""no""","""semi-furnished""",1770.0
2660000,2800,3,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",950.0
2380000,2787,4,2,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",853.9648367420165
4235000,2787,3,1,1,"""yes""","""no""","""yes""","""no""","""no""",0,"""yes""","""furnished""",1519.5550771438823
4200000,2747,4,2,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1528.9406625409538
3353000,2700,3,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",1241.851851851852
2940000,2700,2,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",1088.888888888889
3220000,2684,2,1,1,"""yes""","""no""","""no""","""no""","""yes""",1,"""no""","""unfurnished""",1199.7019374068554
2800000,2650,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",1,"""no""","""unfurnished""",1056.6037735849056
2835000,2640,2,1,1,"""no""","""no""","""no""","""no""","""no""",1,"""no""","""furnished""",1073.8636363636363
4200000,2610,4,3,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1609.1954022988505
3430000,2610,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""yes""","""unfurnished""",1314.176245210728
4550000,2550,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""no""","""furnished""",1784.313725490196
3773000,2520,5,2,1,"""no""","""no""","""yes""","""no""","""yes""",1,"""no""","""furnished""",1497.2222222222222
3290000,2500,2,1,1,"""no""","""no""","""no""","""no""","""yes""",0,"""no""","""unfurnished""",1316.0
2380000,2475,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""furnished""",961.6161616161617
2660000,2430,3,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",1094.6502057613168
1767150,2400,3,1,1,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",736.3125
2100000,2400,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",875.0
3118850,2398,3,1,1,"""yes""","""no""","""no""","""no""","""no""",0,"""yes""","""semi-furnished""",1300.604670558799
4200000,2325,3,1,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1806.4516129032259
3640000,2275,3,1,3,"""yes""","""no""","""no""","""yes""","""yes""",0,"""yes""","""semi-furnished""",1600.0
3850000,2176,2,1,2,"""yes""","""yes""","""no""","""no""","""no""",0,"""yes""","""semi-furnished""",1769.3014705882354
4270000,2175,3,1,2,"""no""","""yes""","""yes""","""no""","""yes""",0,"""no""","""unfurnished""",1963.2183908045977
3080000,2160,3,1,2,"""no""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1425.9259259259259
3430000,2145,3,1,3,"""yes""","""no""","""no""","""no""","""no""",0,"""yes""","""furnished""",1599.067599067599
3332000,2145,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""yes""","""furnished""",1553.3799533799533
3920000,2145,4,2,1,"""yes""","""no""","""yes""","""no""","""no""",0,"""yes""","""unfurnished""",1827.5058275058275
4200000,2145,3,1,3,"""yes""","""no""","""no""","""no""","""no""",1,"""yes""","""unfurnished""",1958.041958041958
3465000,2145,3,1,3,"""yes""","""no""","""no""","""no""","""no""",0,"""yes""","""furnished""",1615.3846153846155
3290000,2145,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""yes""","""furnished""",1533.7995337995337
3500000,2135,3,2,2,"""no""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",1639.344262295082
3850000,2015,3,1,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""yes""","""semi-furnished""",1910.6699751861042
2660000,2000,2,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""semi-furnished""",1330.0
3430000,1950,3,2,2,"""yes""","""no""","""yes""","""no""","""no""",0,"""yes""","""unfurnished""",1758.974358974359
2240000,1950,3,1,1,"""no""","""no""","""no""","""yes""","""no""",0,"""no""","""unfurnished""",1148.7179487179487
4340000,1905,5,1,2,"""no""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",2278.215223097113
2275000,1836,2,1,1,"""no""","""no""","""yes""","""no""","""no""",0,"""no""","""semi-furnished""",1239.1067538126363
1890000,1700,3,1,2,"""yes""","""no""","""no""","""no""","""no""",0,"""no""","""unfurnished""",1111.764705882353
3150000,1650,3,1,2,"""no""","""no""","""yes""","""no""","""no""",0,"""no""","""unfurnished""",1909.090909090909
